monthly_income,repayment_history_score,utility_bill_regularity,years_in_business,debt_to_income_ratio,group_membership,income_stability_score,repaid_on_time
7680.86,0.3874,0.8313,18,0.7262,0,0.5275,0
69211.45,0.8532,0.4464,17,0.6508,1,0.405,1
37652.46,0.596,0.4402,2,0.5748,0,0.9206,0
95179.02,0.0676,0.1572,5,0.5767,1,0.8924,0
35791.8,0.473,0.125,7,0.773,0,0.6173,1
58561.56,0.0903,0.6115,2,0.3001,1,0.9654,0
29451.82,0.4062,0.8273,11,0.29,0,0.3751,0
63910.7,0.4035,0.1354,0,0.3829,1,0.088,0
49369.02,0.6484,0.9101,12,0.8907,0,0.0477,0
40209.68,0.5495,0.3589,12,0.4994,0,0.8334,0
24350.49,0.8748,0.4253,12,0.4922,1,0.3835,0
15594.53,0.0163,0.8945,19,0.7286,1,0.8603,0
16388.52,0.774,0.8963,16,0.1603,0,0.4587,0
99908.8,0.0227,0.5249,5,0.3649,0,0.0112,0
44169.52,0.3043,0.2768,12,0.5772,0,0.5286,0
5183.32,0.8797,0.1719,16,0.8892,0,0.5945,0
95528.24,0.6904,0.2716,17,0.139,1,0.4515,1
6898.09,0.172,0.7806,13,0.4068,0,0.838,0
44765.68,0.4908,0.3246,1,0.815,0,0.644,0
73160.37,0.7219,0.6946,9,0.653,0,0.3647,0
91886.93,0.9373,0.1952,18,0.5524,0,0.719,0
72724.2,0.6343,0.4785,1,0.2314,1,0.3196,1
49044.45,0.0247,0.3521,12,0.1685,0,0.8385,0
97571.99,0.4997,0.5036,11,0.3368,0,0.2801,0
8735.34,0.153,0.5699,4,0.2296,0,0.6666,0
98754.76,0.0478,0.9909,7,0.7276,0,0.4151,0
85692.2,0.5985,0.8999,20,0.6486,1,0.1012,0
93248.35,0.7769,0.6959,12,0.7517,0,0.6297,0
29203.38,0.0361,0.1537,19,0.154,1,0.3831,1
18533.52,0.7836,0.919,9,0.279,1,0.6343,0
68014.95,0.7064,0.8926,17,0.6917,0,0.5399,0
54006.65,0.752,0.8867,13,0.1472,0,0.0416,1
54700.96,0.2447,0.479,19,0.131,1,0.205,0
92838.82,0.3936,0.1707,6,0.3448,1,0.7004,0
63907.69,0.1198,0.7544,8,0.1678,1,0.4677,0
34551.06,0.2389,0.3885,0,0.071,1,0.4665,1
43006.32,0.3028,0.3446,4,0.2815,1,0.0024,0
17682.1,0.3194,0.3908,2,0.788,1,0.3028,1
23269.83,0.175,0.5591,3,0.0509,1,0.6695,0
18618.26,0.1887,0.3335,6,0.5095,0,0.887,0
81977.68,0.9015,0.6899,18,0.5067,1,0.574,1
71962.98,0.7839,0.6477,7,0.4778,0,0.5406,1
55382.78,0.3445,0.5089,17,0.455,1,0.4703,0
40564.94,0.9476,0.054,17,0.0155,0,0.6785,1
68506.96,0.2389,0.9365,20,0.0427,0,0.7981,0
82226.01,0.4068,0.4117,10,0.4601,1,0.2207,0
88717.16,0.8135,0.4495,17,0.8715,0,0.714,0
56966.54,0.4429,0.456,8,0.3672,1,0.2439,0
82889.09,0.2346,0.365,13,0.4251,1,0.0318,0
53574.07,0.3685,0.6746,17,0.8839,0,0.0747,0
50080.36,0.5007,0.0139,2,0.7012,1,0.0465,0
87216.03,0.6206,0.8735,1,0.6931,0,0.2802,0
41705.52,0.4056,0.1024,3,0.4543,1,0.1272,0
42611.7,0.4313,0.9997,15,0.8081,1,0.0852,0
33966.58,0.2639,0.6281,9,0.5231,1,0.1476,0
54276.66,0.5353,0.0662,5,0.591,1,0.0382,0
56760.75,0.2195,0.5624,16,0.7088,1,0.3436,0
67743.81,0.8675,0.3313,0,0.3659,1,0.8228,0
45897.72,0.7474,0.953,3,0.8579,1,0.5538,0
25694.54,0.4103,0.7555,9,0.8892,0,0.065,1
87350.0,0.7472,0.507,19,0.5284,1,0.3749,0
37870.08,0.007,0.4298,15,0.1998,0,0.4298,0
92679.62,0.3445,0.9959,14,0.6974,0,0.1724,0
24698.57,0.4403,0.6674,14,0.2899,0,0.373,0
58205.46,0.4698,0.5139,6,0.5194,0,0.3368,0
55978.43,0.7487,0.3979,9,0.078,1,0.4938,0
83721.55,0.9628,0.3246,18,0.7267,0,0.6973,0
18190.88,0.38,0.7054,15,0.8632,0,0.4788,0
91444.03,0.3506,0.5879,12,0.0848,0,0.074,0
55485.68,0.6105,0.8482,1,0.6584,0,0.0552,0
60680.39,0.2813,0.5536,15,0.7748,1,0.888,0
53465.8,0.1414,0.5823,7,0.0986,1,0.6948,0
8422.37,0.9615,0.4774,8,0.2221,0,0.6572,0
52223.61,0.8095,0.7626,14,0.3527,1,0.9132,1
30037.22,0.9585,0.415,8,0.7531,1,0.5415,1
37555.38,0.2178,0.8519,12,0.4441,0,0.0737,0
66664.65,0.0178,0.327,0,0.1233,0,0.7144,0
52281.23,0.4373,0.6926,3,0.2307,1,0.1623,0
13855.73,0.9336,0.893,11,0.4206,1,0.6662,1
11938.92,0.1383,0.7691,20,0.0353,0,0.4007,0
22637.48,0.1172,0.3426,15,0.5679,0,0.0282,0
23134.09,0.069,0.7063,8,0.0228,0,0.0555,0
62788.57,0.765,0.207,20,0.7028,1,0.3926,0
21892.37,0.7859,0.0582,5,0.6605,1,0.5945,0
88763.35,0.6954,0.7914,18,0.7789,0,0.1709,0
24927.26,0.0533,0.808,8,0.1419,1,0.1067,0
13657.49,0.7233,0.0229,1,0.5423,1,0.3762,0
88195.87,0.4486,0.9478,0,0.7029,0,0.8042,0
33056.12,0.1579,0.4459,20,0.4642,1,0.784,0
45415.15,0.2951,0.9053,13,0.1177,0,0.6841,1
96107.51,0.5011,0.7882,3,0.089,1,0.4254,0
94715.08,0.3297,0.9007,20,0.5453,1,0.4419,0
72917.1,0.9697,0.8334,0,0.4478,1,0.2259,1
11549.2,0.4747,0.974,7,0.8366,1,0.1371,0
61367.31,0.3722,0.6291,15,0.7505,1,0.0158,0
98962.4,0.6732,0.2273,1,0.6514,1,0.8602,0
94957.04,0.6505,0.3896,19,0.8842,1,0.4962,0
15070.24,0.0024,0.7519,14,0.6251,1,0.003,0
42616.89,0.6185,0.157,19,0.0831,0,0.5292,0
34975.99,0.2438,0.9298,17,0.0698,1,0.2583,1
17324.17,0.3752,0.2053,17,0.7343,1,0.4274,0
71005.84,0.7063,0.876,4,0.3246,1,0.6724,1
31015.59,0.5574,0.4837,4,0.8319,0,0.8097,0
37762.25,0.3687,0.8406,5,0.1064,0,0.7005,0
13584.09,0.1674,0.9583,3,0.1789,0,0.8963,0
52306.92,0.5055,0.4221,13,0.6959,0,0.2347,1
20025.95,0.3194,0.6966,1,0.7627,0,0.6614,0
46048.59,0.9129,0.2267,8,0.7805,0,0.8898,0
18617.51,0.5343,0.8008,12,0.0892,0,0.3085,0
95615.74,0.866,0.8199,11,0.3436,0,0.7995,1
18773.34,0.3902,0.2952,10,0.5817,0,0.9402,0
54579.28,0.8274,0.0241,4,0.8269,1,0.6439,1
23713.08,0.0565,0.4312,2,0.2151,1,0.1643,0
12254.37,0.2981,0.17,20,0.5403,1,0.2609,0
24219.32,0.0782,0.8186,9,0.1292,1,0.68,0
10203.54,0.0317,0.2611,12,0.6726,1,0.8662,0
18242.75,0.9189,0.9437,11,0.1148,1,0.0238,1
51880.99,0.7169,0.9718,7,0.9,1,0.3263,0
66922.47,0.6251,0.9088,15,0.083,0,0.2336,1
13297.28,0.5325,0.5996,7,0.6168,1,0.4221,1
46896.77,0.5696,0.2674,8,0.6993,1,0.7685,0
60218.47,0.6387,0.8073,16,0.2322,1,0.5028,1
27251.44,0.8266,0.7016,6,0.2293,0,0.5183,1
40347.45,0.5969,0.9772,14,0.5365,0,0.609,0
11824.31,0.7486,0.3773,13,0.5674,0,0.5157,0
25912.45,0.281,0.0588,0,0.6485,1,0.6883,0
49341.53,0.9768,0.9984,14,0.5223,0,0.107,0
99092.01,0.0319,0.8383,16,0.157,0,0.0228,0
99645.18,0.3866,0.2215,5,0.8317,1,0.8268,0
98064.06,0.882,0.7256,19,0.15,0,0.4789,1
45193.21,0.1805,0.0007,0,0.5087,1,0.2985,0
12664.64,0.1413,0.5578,3,0.828,0,0.4543,0
35739.48,0.3654,0.3628,19,0.8217,0,0.6501,0
27582.87,0.4282,0.3813,17,0.1511,0,0.1217,0
6342.02,0.9334,0.2445,15,0.2147,0,0.5236,0
14047.19,0.8361,0.2748,12,0.5417,0,0.1107,0
48053.23,0.4641,0.4547,4,0.3034,0,0.8596,0
37267.93,0.973,0.2481,10,0.6578,1,0.5624,0
22133.6,0.6423,0.4664,11,0.4702,0,0.8109,1
73029.5,0.8737,0.5773,1,0.2395,0,0.721,1
38925.98,0.2461,0.7111,12,0.3699,1,0.8153,0
85927.45,0.489,0.6771,1,0.622,1,0.3418,0
27892.83,0.0297,0.242,2,0.7066,1,0.1395,0
56147.38,0.0089,0.0392,3,0.3326,1,0.8916,0
22493.23,0.7055,0.8327,4,0.0945,1,0.8846,1
52053.56,0.1183,0.8723,1,0.3179,0,0.8833,1
19484.32,0.5478,0.9789,20,0.5674,1,0.9893,0
20349.97,0.696,0.9597,16,0.6838,0,0.5962,0
63161.22,0.0322,0.6338,10,0.7917,0,0.5125,0
30059.67,0.4487,0.8943,7,0.8657,1,0.7973,0
21374.89,0.6842,0.448,4,0.4764,1,0.1101,0
93327.98,0.8897,0.7873,19,0.7922,1,0.783,0
9085.31,0.2992,0.9553,16,0.2359,1,0.8122,1
58689.07,0.9742,0.7963,15,0.5037,0,0.5772,0
57085.06,0.8445,0.4158,9,0.4854,0,0.3879,0
28807.84,0.6506,0.3778,0,0.6918,0,0.6562,0
48013.32,0.3919,0.2915,13,0.6958,1,0.915,0
13335.09,0.7111,0.3671,10,0.2568,0,0.158,0
73520.66,0.8162,0.8206,6,0.7973,0,0.3111,0
26061.23,0.3033,0.7015,6,0.8023,0,0.6714,0
23371.61,0.9928,0.2499,1,0.8534,1,0.8332,0
34913.46,0.9086,0.7115,18,0.4119,0,0.6521,1
90725.14,0.4855,0.3794,3,0.8887,1,0.5908,0
80664.33,0.7228,0.5578,17,0.7064,1,0.0857,1
94954.77,0.524,0.3704,20,0.5879,1,0.4337,0
66936.42,0.7609,0.5216,0,0.389,0,0.8902,1
67977.54,0.827,0.7298,13,0.7582,1,0.3616,0
50602.94,0.0232,0.7311,1,0.6877,1,0.381,0
90992.7,0.0791,0.7532,17,0.527,1,0.3576,0
53533.33,0.3365,0.391,10,0.8974,0,0.3627,0
38730.71,0.9176,0.6905,0,0.2245,0,0.4048,0
65835.63,0.3983,0.2387,16,0.5776,1,0.7734,0
56883.25,0.8875,0.4774,16,0.289,1,0.4551,0
16781.88,0.4624,0.5831,19,0.4121,0,0.6071,0
42308.91,0.2889,0.6865,10,0.3051,1,0.4424,0
34765.91,0.9006,0.912,19,0.3011,0,0.8738,1
85449.21,0.5607,0.3048,13,0.3391,1,0.1787,0
40990.04,0.3605,0.8453,11,0.051,0,0.1229,0
83047.75,0.0444,0.3111,7,0.0359,1,0.4077,0
47027.01,0.1109,0.5519,6,0.6524,0,0.9743,1
76582.55,0.1393,0.8281,13,0.2798,0,0.6998,0
17851.78,0.3648,0.7231,15,0.0191,1,0.6163,0
92841.77,0.6073,0.8629,0,0.0733,0,0.3903,1
50653.19,0.3076,0.8149,8,0.1763,0,0.2952,0
29680.83,0.0655,0.2763,0,0.0434,1,0.9566,0
27941.51,0.2648,0.9929,8,0.8515,0,0.4269,1
30182.34,0.4087,0.937,16,0.5115,1,0.7111,0
39838.8,0.9923,0.4302,14,0.3546,0,0.8104,0
73164.36,0.393,0.0472,2,0.4794,1,0.6575,1
95212.29,0.0892,0.3035,15,0.1015,1,0.2326,0
68558.56,0.5811,0.8362,0,0.6317,0,0.288,0
56980.8,0.9196,0.9509,0,0.8726,0,0.023,0
47616.79,0.7867,0.8317,19,0.1176,0,0.9694,1
83678.47,0.8362,0.3967,0,0.1373,1,0.8347,1
85717.43,0.9282,0.0565,5,0.5658,1,0.404,0
32838.58,0.6365,0.5176,2,0.1367,0,0.8924,1
95574.92,0.9949,0.3764,12,0.1134,0,0.1537,0
42535.96,0.0333,0.123,10,0.6034,0,0.042,0
81007.42,0.8348,0.1059,17,0.5568,1,0.1353,1
96847.89,0.857,0.153,20,0.196,0,0.8834,0
71847.52,0.9167,0.2058,15,0.7409,1,0.1605,0
20347.32,0.4782,0.7538,9,0.0947,0,0.0681,0
60683.01,0.7878,0.3817,0,0.2993,0,0.1855,1
16283.83,0.1951,0.4369,19,0.665,0,0.4151,0
79968.49,0.6031,0.5984,11,0.5525,0,0.4964,1
31724.94,0.3586,0.9601,4,0.5401,1,0.2359,0
71045.41,0.5962,0.7565,11,0.6176,1,0.8057,0
91458.52,0.6756,0.6457,8,0.5818,0,0.9598,0
22195.94,0.3471,0.7438,7,0.7868,1,0.2908,0
42321.49,0.2162,0.7193,9,0.5119,1,0.9311,0
66476.28,0.3217,0.6902,15,0.3612,0,0.8179,0
44867.57,0.664,0.4964,3,0.6895,0,0.886,0
21607.8,0.6769,0.5668,20,0.2333,1,0.0597,1
7761.8,0.7413,0.4615,1,0.6836,0,0.834,0
43626.82,0.1265,0.395,3,0.252,0,0.5859,0
66674.86,0.8185,0.2708,14,0.4323,0,0.0383,0
59528.5,0.6881,0.3552,3,0.6653,0,0.7537,0
19842.92,0.0305,0.4285,16,0.5649,0,0.2417,0
47815.88,0.3356,0.5794,15,0.0771,1,0.7971,0
40099.75,0.4667,0.4999,9,0.4019,1,0.626,0
31049.23,0.3606,0.1079,9,0.7307,0,0.4923,0
74280.77,0.1174,0.34,20,0.8971,0,0.0234,0
34416.94,0.2073,0.3762,16,0.4201,0,0.8897,0
56313.49,0.0246,0.7069,13,0.0773,0,0.1476,1
92706.24,0.0931,0.3329,2,0.3296,0,0.8297,0
56231.22,0.2663,0.008,12,0.4409,1,0.6882,0
63617.18,0.82,0.0843,0,0.0661,0,0.0696,0
11958.37,0.5266,0.497,5,0.7778,1,0.5422,0
21922.74,0.4245,0.1885,14,0.4849,1,0.9618,0
14590.36,0.6622,0.4946,8,0.3745,0,0.9228,1
77657.23,0.5415,0.5742,20,0.3575,1,0.1463,0
84412.5,0.1315,0.9334,19,0.0255,1,0.1732,0
22713.25,0.2226,0.6556,1,0.467,0,0.1536,0
25830.82,0.2225,0.031,18,0.428,0,0.7562,0
35704.69,0.6,0.3807,18,0.3113,0,0.1608,1
61152.37,0.4616,0.7935,2,0.5928,0,0.0646,0
64070.64,0.3876,0.2606,8,0.3699,1,0.3903,0
70241.63,0.5566,0.925,19,0.5146,1,0.9669,1
90993.31,0.9701,0.529,0,0.7965,1,0.3083,0
33028.81,0.3142,0.0924,1,0.3275,1,0.7242,0
67582.1,0.5202,0.2417,10,0.3581,0,0.144,0
58173.67,0.4804,0.9063,20,0.7793,1,0.6211,0
34054.54,0.7166,0.9915,5,0.3223,0,0.5812,1
91204.44,0.7303,0.863,16,0.3954,0,0.9042,1
14070.92,0.7291,0.3207,14,0.7207,1,0.7166,0
72640.1,0.2015,0.7688,3,0.5327,1,0.1208,1
74148.0,0.4491,0.2222,6,0.8405,0,0.4048,0
91956.02,0.8112,0.3845,13,0.4236,1,0.0006,0
54265.16,0.3815,0.6972,10,0.4311,1,0.241,0
35554.12,0.9843,0.9689,4,0.0386,1,0.9713,1
83635.36,0.3648,0.4392,4,0.1776,1,0.4557,0
78226.98,0.4977,0.4958,11,0.486,0,0.8676,0
52529.98,0.4745,0.2202,17,0.1684,0,0.0237,0
77946.45,0.4337,0.4032,8,0.4082,1,0.8801,0
30448.18,0.8456,0.063,19,0.255,0,0.8894,0
61003.1,0.1553,0.8586,14,0.0187,0,0.6534,0
87192.43,0.5677,0.0233,8,0.4276,1,0.1163,1
35208.53,0.6186,0.6835,14,0.5816,1,0.876,1
50937.25,0.8512,0.2732,9,0.3044,0,0.8999,0
95349.26,0.6092,0.4761,15,0.6989,1,0.201,0
80830.12,0.96,0.2816,20,0.1314,1,0.9402,0
89268.71,0.8722,0.4001,16,0.0822,0,0.881,0
41598.47,0.3487,0.5468,2,0.8414,0,0.2049,0
99668.0,0.8599,0.6409,1,0.8295,0,0.3938,0
19493.73,0.9585,0.9403,16,0.3659,1,0.3367,1
54283.21,0.2572,0.3322,17,0.3779,1,0.4982,0
50530.97,0.6102,0.5849,11,0.7659,1,0.889,0
80851.06,0.2818,0.9017,5,0.4775,0,0.8743,0
91318.69,0.6496,0.2902,18,0.1054,1,0.1757,0
74458.24,0.0936,0.865,9,0.1034,1,0.5511,1
64547.54,0.7342,0.9576,6,0.118,0,0.534,1
45605.77,0.4198,0.8475,7,0.7027,1,0.4504,0
53480.96,0.5873,0.5699,6,0.5417,1,0.7147,0
53383.53,0.0259,0.7221,5,0.2698,1,0.646,0
6935.01,0.6954,0.4811,6,0.1459,1,0.2751,1
52789.35,0.496,0.5973,14,0.1111,0,0.3482,0
86317.23,0.6253,0.9745,0,0.6672,0,0.8884,0
72381.03,0.3157,0.2511,7,0.7973,0,0.3258,0
80592.32,0.1458,0.7925,3,0.478,1,0.4441,1
42096.07,0.4354,0.5062,13,0.6954,1,0.9729,0
55252.46,0.944,0.1769,20,0.2548,1,0.8573,0
8180.94,0.2278,0.6435,16,0.5271,0,0.699,0
41384.8,0.6758,0.7924,5,0.3942,0,0.304,1
50069.52,0.0498,0.5688,10,0.0789,1,0.6287,0
29244.85,0.7181,0.8374,0,0.4386,1,0.642,1
7967.89,0.2384,0.3659,8,0.7621,0,0.4116,0
70588.77,0.4515,0.9138,5,0.0466,0,0.0361,0
46333.34,0.3678,0.6483,10,0.4294,1,0.3665,0
44489.43,0.1128,0.8032,8,0.7859,0,0.5081,0
28748.74,0.3456,0.273,14,0.7111,1,0.9501,0
56093.89,0.3501,0.4461,11,0.4441,0,0.7275,0
46612.54,0.5221,0.9096,19,0.1542,0,0.1079,0
50028.52,0.9724,0.0509,1,0.7637,0,0.3014,0
60182.78,0.47,0.404,19,0.1378,1,0.5217,0
5600.84,0.9144,0.7803,16,0.2491,0,0.4511,1
91231.11,0.4616,0.7438,14,0.1118,0,0.0051,0
11753.3,0.1075,0.8516,17,0.4131,0,0.9351,0
47837.85,0.2302,0.7394,1,0.5663,0,0.904,0
24700.42,0.4075,0.9471,4,0.7444,1,0.9237,0
54759.33,0.3254,0.4983,0,0.4152,1,0.4286,0
31621.86,0.8658,0.6243,16,0.8736,1,0.8334,0
86700.62,0.6786,0.8477,7,0.5363,1,0.7085,0
42654.18,0.5783,0.7017,7,0.544,0,0.5117,0
65681.78,0.4912,0.1021,12,0.1578,1,0.0771,0
28643.57,0.3973,0.367,8,0.1711,1,0.1679,0
6843.58,0.6122,0.5526,13,0.519,0,0.2382,0
43394.68,0.1246,0.7547,19,0.6488,1,0.8959,0
55966.22,0.1625,0.5436,6,0.1842,0,0.6654,1
48656.98,0.3031,0.7775,18,0.4356,1,0.983,0
96391.36,0.1712,0.8376,11,0.3206,0,0.5664,0
72149.72,0.6771,0.2651,7,0.3949,1,0.0847,0
99588.63,0.0248,0.6161,19,0.1999,0,0.4778,1
33030.71,0.1602,0.5571,10,0.1267,0,0.1118,1
79960.06,0.9026,0.2273,2,0.2885,1,0.9014,0
57778.05,0.9975,0.4899,6,0.782,0,0.2784,0
63117.23,0.4876,0.5486,17,0.7247,1,0.1973,0
98656.05,0.4954,0.8173,10,0.0915,0,0.5116,0
67128.78,0.7734,0.461,11,0.079,1,0.8071,1
90387.6,0.0362,0.0809,14,0.4437,0,0.5103,0
73946.27,0.427,0.4873,4,0.2496,0,0.0382,0
17101.68,0.0998,0.838,1,0.7411,0,0.743,0
71445.25,0.4009,0.5713,9,0.4376,0,0.0341,0
51009.98,0.9838,0.3189,19,0.7674,0,0.6044,0
92285.81,0.7536,0.921,2,0.0974,1,0.6169,1
81649.27,0.985,0.1557,15,0.8731,1,0.2085,0
14892.8,0.746,0.3269,20,0.6904,1,0.4466,0
17721.99,0.6081,0.4371,2,0.6587,1,0.0062,0
11613.05,0.7542,0.738,2,0.8462,1,0.2837,0
51858.26,0.6591,0.8357,18,0.4233,1,0.6194,1
12673.32,0.4641,0.0586,2,0.134,1,0.2842,0
73749.44,0.2925,0.792,15,0.4472,1,0.0476,0
57474.07,0.5202,0.7205,16,0.7337,1,0.6743,0
84409.08,0.2585,0.8947,6,0.7736,1,0.7424,0
31580.6,0.4867,0.9004,6,0.4397,1,0.863,0
54318.37,0.1461,0.7775,10,0.6591,1,0.8755,0
16160.57,0.5654,0.1902,10,0.2223,1,0.4963,0
89037.95,0.2453,0.3139,18,0.2075,0,0.4074,0
21625.47,0.2936,0.9363,12,0.5276,0,0.5859,0
14724.41,0.499,0.5982,20,0.3796,0,0.7927,1
24479.81,0.1625,0.5388,5,0.1449,0,0.4753,0
81591.99,0.9624,0.9157,5,0.6852,0,0.9952,0
15052.38,0.4469,0.8742,5,0.4789,1,0.6375,0
63370.61,0.3523,0.7275,13,0.4684,0,0.3081,0
75887.22,0.0292,0.8823,0,0.1704,1,0.7937,0
76352.71,0.8433,0.1138,18,0.217,1,0.1508,0
23055.78,0.6258,0.7575,16,0.6234,0,0.9358,0
10854.28,0.4164,0.9656,20,0.7667,0,0.3404,0
47636.61,0.2455,0.049,20,0.1595,1,0.685,0
24236.11,0.7451,0.223,1,0.7311,0,0.6253,0
71430.73,0.9455,0.794,15,0.7093,1,0.0959,0
38885.82,0.3808,0.52,10,0.7334,0,0.7216,1
47688.62,0.1349,0.0866,15,0.5236,1,0.3118,0
15781.07,0.1092,0.268,18,0.3167,1,0.3812,0
58917.28,0.0064,0.3241,12,0.6939,1,0.0965,0
22624.8,0.744,0.3211,0,0.432,0,0.8101,0
69503.64,0.9814,0.8777,18,0.1997,1,0.8603,1
11761.04,0.9928,0.662,9,0.3621,0,0.1343,1
97709.99,0.7842,0.7349,9,0.4119,1,0.8126,1
70030.06,0.1622,0.0136,12,0.4548,0,0.898,0
22264.31,0.9777,0.4275,19,0.8078,1,0.0973,0
6338.99,0.3278,0.3178,11,0.37,0,0.9974,0
36773.97,0.3336,0.8519,4,0.2563,0,0.0046,0
19517.26,0.6873,0.9539,15,0.8661,1,0.8424,0
25749.08,0.049,0.4233,13,0.2178,0,0.5583,0
87911.27,0.8258,0.9731,1,0.01,0,0.9573,1
62304.44,0.9973,0.0144,11,0.7648,1,0.3381,0
21763.48,0.7751,0.3257,16,0.859,0,0.3608,1
57882.64,0.7817,0.7749,18,0.6139,1,0.8404,0
29299.16,0.3903,0.3601,5,0.3669,1,0.7107,0
97739.08,0.0659,0.921,10,0.4894,1,0.6005,0
8111.94,0.7927,0.2185,17,0.7488,0,0.6444,0
74570.25,0.5972,0.7957,12,0.7968,0,0.6826,0
78434.72,0.9093,0.2017,8,0.0923,1,0.0478,0
11380.46,0.116,0.1971,3,0.7812,1,0.1178,0
21327.59,0.3051,0.4457,0,0.5556,1,0.1813,0
41509.13,0.3607,0.9449,14,0.0291,0,0.1768,0
87474.71,0.6833,0.5855,20,0.0976,0,0.8429,1
56014.99,0.7877,0.635,12,0.041,1,0.3945,1
67254.15,0.961,0.0097,16,0.8537,0,0.4894,0
79386.22,0.2954,0.0566,14,0.3839,0,0.0894,0
83671.66,0.4936,0.0669,7,0.6441,0,0.8706,0
50247.03,0.029,0.8196,10,0.0015,1,0.0103,0
53335.35,0.253,0.2369,5,0.7139,0,0.0833,0
73210.56,0.374,0.3288,4,0.4338,0,0.8121,0
30017.52,0.5938,0.61,12,0.8312,0,0.1306,1
86176.52,0.4708,0.584,13,0.4688,1,0.7934,0
6974.75,0.3645,0.4105,20,0.7099,1,0.3504,0
23598.3,0.6241,0.0043,4,0.5665,1,0.7761,0
81018.99,0.8286,0.4496,6,0.4685,0,0.0504,0
37324.53,0.2417,0.7389,3,0.8534,0,0.3413,0
19234.12,0.3429,0.2352,19,0.446,0,0.4813,0
22741.7,0.7049,0.7084,16,0.8031,1,0.6257,0
55421.86,0.7779,0.0152,6,0.0325,1,0.8362,0
85387.25,0.8254,0.908,20,0.5917,0,0.2445,1
11711.82,0.2093,0.95,14,0.8205,0,0.6589,0
7895.69,0.5393,0.0025,10,0.8093,0,0.1518,0
49190.97,0.9,0.4578,8,0.4365,1,0.7952,0
95837.8,0.392,0.4138,11,0.4249,1,0.9332,0
31505.93,0.4299,0.8419,1,0.7295,0,0.0473,0
96121.2,0.9848,0.5407,3,0.3015,0,0.0799,1
89329.71,0.1131,0.6114,19,0.8434,1,0.7875,0
31897.83,0.7056,0.2025,4,0.2256,1,0.8802,0
82610.07,0.8502,0.0771,3,0.067,1,0.6482,0
70157.39,0.1508,0.6923,18,0.6947,1,0.4612,0
53623.13,0.7145,0.6207,19,0.3643,1,0.7691,1
45177.03,0.4697,0.8323,17,0.3202,1,0.2997,0
82472.76,0.8529,0.8447,2,0.2888,1,0.9918,1
80342.55,0.9075,0.631,17,0.8824,1,0.848,0
76908.95,0.8725,0.5384,5,0.5145,0,0.8871,0
99834.32,0.0644,0.914,0,0.8927,0,0.8549,0
50458.68,0.7569,0.8013,19,0.3092,0,0.9329,1
81657.68,0.9215,0.8824,5,0.3726,0,0.0645,1
86935.44,0.6213,0.9958,13,0.1906,0,0.9086,1
25102.25,0.6009,0.4035,1,0.3873,1,0.2486,0
8996.31,0.045,0.7169,3,0.0558,0,0.3592,0
43451.1,0.856,0.6881,18,0.0005,1,0.3706,1
86389.99,0.0464,0.1741,12,0.4078,1,0.2324,0
32464.81,0.3135,0.6365,20,0.6714,0,0.4384,0
71500.96,0.9259,0.4281,3,0.3934,0,0.5055,0
5698.07,0.9497,0.4506,18,0.4662,1,0.1487,1
38759.62,0.9919,0.1801,18,0.4011,0,0.3595,0
63474.09,0.4764,0.7447,19,0.4741,0,0.3481,0
17326.93,0.1774,0.6979,1,0.698,1,0.6747,0
90177.66,0.4879,0.5323,2,0.7234,0,0.5808,0
19846.03,0.1023,0.1567,11,0.7543,0,0.7161,0
91430.39,0.8725,0.5569,2,0.1912,1,0.7839,1
25556.98,0.5605,0.1001,1,0.4121,1,0.667,0
99456.47,0.4045,0.3394,17,0.7479,1,0.2412,0
62451.13,0.0795,0.3724,14,0.8477,0,0.5021,0
13012.76,0.4052,0.8834,17,0.4887,1,0.4666,0
11201.34,0.8662,0.4156,19,0.4437,1,0.0741,1
12117.56,0.7034,0.5985,2,0.6881,0,0.8945,0
61039.81,0.0825,0.8748,17,0.8925,0,0.0914,1
81910.02,0.1599,0.4258,0,0.3833,1,0.9764,0
43281.46,0.3923,0.8837,7,0.1486,1,0.0317,0
47259.4,0.1014,0.1365,6,0.7509,0,0.7297,0
60982.33,0.934,0.3648,4,0.6394,1,0.2876,0
55638.86,0.6523,0.0947,15,0.1306,0,0.9047,1
70365.86,0.0948,0.5609,2,0.2912,1,0.824,1
49819.64,0.7881,0.9573,16,0.4979,1,0.025,1
72816.77,0.3684,0.657,18,0.6583,1,0.022,0
99744.52,0.2449,0.6261,13,0.7026,0,0.6032,0
38278.3,0.57,0.2782,1,0.1402,1,0.1496,0
6160.47,0.0134,0.9311,12,0.1951,0,0.0142,0
16934.38,0.4654,0.4715,13,0.6697,0,0.9678,0
57583.85,0.8438,0.267,7,0.1045,0,0.6329,1
37704.49,0.9281,0.9877,7,0.4483,0,0.0108,1
94298.35,0.3426,0.4231,9,0.4914,1,0.4905,0
64607.38,0.6424,0.3715,20,0.3054,1,0.1575,0
54433.74,0.2268,0.035,0,0.7167,0,0.8052,0
80813.75,0.5602,0.1783,10,0.0499,1,0.0287,0
29566.04,0.254,0.8092,6,0.6997,0,0.3709,0
82875.16,0.5714,0.4827,11,0.5814,1,0.238,0
5290.8,0.1717,0.9549,0,0.4565,0,0.9809,0
63869.35,0.9412,0.0839,19,0.7851,1,0.0781,1
93801.93,0.8869,0.6159,9,0.182,0,0.7199,1
